asset_id,technical_name,source_ref,column_names_text,business_domain,y_pred,y_pred_alt,confidence,confidence_band,match_llm,llm_consensus_score,review_reason
1120502,GM_DEPT_CONT_DT,PS_GM_DEPT_CONT_DT,DEPTID | EFFDT | EFF_STATUS | SETID,RH,RH,Other,0.7877,medium,1,1.0,rare_class_uncertain
1101898,CUST_CONVER_TMP,PS_CUST_CONVER_TMP,CNTCT_SEQ_NUM | CONTACT_ID | CONVER_DT | CONVER_DTTM | CONVER_DTTM_INIT | CONVER_SEQ_NUM | CONVER_VISIBILITY | CUST_ID | DESCRLONG | DUN_LETTER_COMP | FOLLOW_UP_ACTION | FOLLOW_UP_COMP | FOLLOW_UP_OPRID | KEYWORD1 | KEYWORD2 | KEYWORD3 | LETTER_CD | OPRID | PROMISE_AMT | PROMISE_CONFIDENCE | PROMISE_DT | REVIEW_COMP | REVIEW_NEXT_DT | REVIEW_OPRID | SETID | SUP_REVIEW | SUP_STATUS,Ventes & Clients,Ventes & Clients,Finance & Contrôle,0.7878,medium,1,1.0,rare_class_uncertain
1030039,SYSADM.PS_EOCM_S_OFF_TBL,PS_EOCM_S_OFF_TBL,EFFDT | EFF_STATUS | EOCM_ACCESS_ID | EOCM_CATALOG_ID | EOCM_CONVERSION_RT | EOCM_CRM_CAT_NBR | EOCM_CRM_ORDERABLE | EOCM_CRM_SERVICE | EOCM_DISCONTINU_DT | EOCM_ELM_CEU | EOCM_ELM_KEYWORDS | EOCM_ELM_NOTES | EOCM_EPRO_DESCR | EOCM_EPRO_FILENAME | EOCM_FILEEXTENSION | EOCM_FILEPATH | EOCM_ITMVPRIORITY | EOCM_LEAD_TIME | EOCM_LEARN_OBJ_ID | EOCM_MFG_ID | EOCM_MFG_PART_NUM | EOCM_MIN_QTY | EOCM_MODEL_NBR | EOCM_OFFER_ID | EOCM_OFFER_STATE | EOCM_PROD_BRAND | EOCM_PROD_KIT_FLAG | EOCM_PROP_NAME_1 | EOCM_PROP_NAME_2 | EOCM_PROP_NAME_3 | EOCM_PROP_NAME_4 | EOCM_PROP_NAME_5 | EOCM_PROP_VAL_1 | EOCM_PROP_VAL_2 | EOCM_PROP_VAL_3 | EOCM_PROP_VAL_4 | EOCM_PROP_VAL_5 | EOCM_REQUISITE_ID | EOCM_SUP_CAT_CD | EOCM_SUP_CAT_NM | EOCM_SUP_OFFER_D | EOCM_SUP_OFFER_NM | EOCM_SUP_OFFER_SKU | EOCM_VNDR_PART_EXT | EOCM_VNDR_PART_NUM | LASTUPDDTTM | LASTUPDOPRID | SETID | URL,Achats & Fournisseurs,Ventes & Clients,Achats & Fournisseurs,0.7879,medium,0,0.5,rare_class_uncertain
1129155,MC_CUS_TAO,PS_MC_CUS_TAO,BROKER_ID | BUSINESS_UNIT | COLLECTOR | COLLECTOR_CHKBX | CONTACT_CHKBX | CR_ANALYST | CRDT_ANALYST_CHKBX | CUST_DATA_CHKBX | CUST_GROUP | CUST_ID | NEW_BROKER_ID | NEW_COLLECTOR | NEW_CR_ANALYST | PROCESS_INSTANCE | SETID,Ventes & Clients,Ventes & Clients,IT & Sécurité,0.7882,medium,1,0.5,rare_class_uncertain
1073262,SYSADM.PS_SDK_RP_SALORDER,PS_SDK_RP_SALORDER,SDK_RP_CUSTOMER | SDK_RP_ORDERDT | SDK_RP_SITENAME | SDK_RP_SONAME,Ventes & Clients,Ventes & Clients,Other,0.7902,medium,1,1.0,rare_class_uncertain
1132455,ORD_HDR_EXPORT,PS_ORD_HDR_EXPORT,BUSINESS_UNIT | DOC_PRINT_DATE | EXPORT_DOC_TYPE | ORDER_NO,Ventes & Clients,Ventes & Clients,Supply Chain / Logistique / Production,0.7908,medium,1,1.0,rare_class_uncertain
1091376,BI_GT_CUST,PS_BI_GT_CUST,CUST_ID | CUST_NAME2 | CUSTOMER_CD | EXPORT_STATUS_GTA | LAST_MODIFIED_DATE | PROCESS_INSTANCE | SETID | SHORT_CODE | VAT_INVOICE_TYPE,Ventes & Clients,Ventes & Clients,Finance & Contrôle,0.7918,medium,1,1.0,rare_class_uncertain
1135909,PI_EXTRACT_RUL,PS_PI_EXTRACT_RUL,ACQUISITION_CD | BUSINESS_UNIT | CATEGORY | CYCLE_YEAR | DEPTID | EFFDT | EFF_STATUS | LOCATION,RH,RH,Other,0.7919,medium,1,1.0,rare_class_uncertain
1117510,FO_CUST_BENEFIT,PS_FO_CUST_BENEFIT,ADOPT_ASSISTANCE | CAFETERIA_FOOD | CAFETERIA_PLAN | CHILD_CARE | COMMENTS_2000 | CREDIT_UNION | CUST_ID | DENTAL | DESCR | DISABILITY | EDUC_ASSISTANCE | FLEX_TIME | HOLIDAYS | LIFE_INSURANCE | MAJOR_MEDICAL | PERSONAL_FAMILY | PURCHASE_DISCOUNTS | RETIREMENT_PLAN | SETID | SICK_LEAVE | VACATION | VISION,RH,RH,Ventes & Clients,0.7926,medium,1,1.0,rare_class_uncertain
1048145,SYSADM.PS_MEMBER_TYPE_TBL,PS_MEMBER_TYPE_TBL,COMMISSIONABLE | COMM_PCT | DEF_COMPCT_SRC | DESCR | DESCRSHORT | EFFDT | EFF_STATUS | QUOTA_TYPE | SALES_PERSON | SETID | TEAM_MEMBER_TYPE,Ventes & Clients,Ventes & Clients,RH,0.795,medium,1,1.0,rare_class_uncertain
1033380,SYSADM.PS_EX_PROJ_RES_STG,PS_EX_PROJ_RES_STG,ACTIVITY_ID | ADJUSTMENT | AFFILIATE | AFFILIATE_INTRA1 | AFFILIATE_INTRA2 | ANALYSIS_TYPE | BI_DISTRIB_STATUS | BUDGET_REF | BUSINESS_UNIT_GL | BUSINESS_UNIT_PC | BUSINESS_UNIT_WO | CHARTFIELD1 | CHARTFIELD2 | CHARTFIELD3 | CLASS_FLD | DATE_UNDER_RPT | DEPTID | DESCR60 | EMPLID | EMPL_RCD | FUND_CODE | JOBCODE | LINE_NBR | OPERATING_UNIT | PC_DISTRIB_STATUS | PERIOD_END_DT | PROCESS_INSTANCE | PRODUCT | PROGRAM_CODE | PROJECT_ID | REF_TIME_SHEET_ADJ | RES_LN_NBR | RESOURCE_CATEGORY | RESOURCE_ETC | RESOURCE_SUB_CAT | RESOURCE_TYPE | RSRC_TYPE | SYSTEM_SOURCE | TIME_QUANTITY | TIME_SHEET_ID | TRC | UNIT_OF_MEASURE | UNPOST_SEQ | UPDATE_FLAG | WO_ID | WO_TASK_ID,RH,RH,Finance & Contrôle,0.7957,medium,1,1.0,rare_class_uncertain
1129341,MEMBER_TYPE_TBL,PS_MEMBER_TYPE_TBL,COMMISSIONABLE | COMM_PCT | DEF_COMPCT_SRC | DESCR | DESCRSHORT | EFFDT | EFF_STATUS | QUOTA_TYPE | SALES_PERSON | SETID | TEAM_MEMBER_TYPE,Ventes & Clients,Ventes & Clients,RH,0.7959,medium,1,1.0,rare_class_uncertain
1115653,EX_PY_ACK_SUB,PS_EX_PY_ACK_SUB,ACCEPTANCE_STATUS | AUDIT_ACTN | CURRENCY_CD | DATE_ACKNOWLEDGE | EMPLID | EMPL_RCD | ERNCD | EX_DOC_ID | EX_DOC_TYPE | EX_LINE_NBR | GROSSUP | MONETARY_AMOUNT | PROCESS_INSTANCE | REJECTED_REASON | SEPCHK,RH,RH,Finance & Contrôle,0.7962,medium,1,0.5,rare_class_uncertain
1075272,SYSADM.PS_SPR_PERSN_TAO,PS_SPR_PERSN_TAO,BUSINESS_UNIT | NAME | PERSON_ID | PROCESS_INSTANCE,RH,RH,IT & Sécurité,0.7972,medium,1,1.0,rare_class_uncertain
1047922,SYSADM.PS_MC_CUS_TAO,PS_MC_CUS_TAO,BROKER_ID | BUSINESS_UNIT | COLLECTOR | COLLECTOR_CHKBX | CONTACT_CHKBX | CR_ANALYST | CRDT_ANALYST_CHKBX | CUST_DATA_CHKBX | CUST_GROUP | CUST_ID | NEW_BROKER_ID | NEW_COLLECTOR | NEW_CR_ANALYST | PROCESS_INSTANCE | SETID,Ventes & Clients,Ventes & Clients,IT & Sécurité,0.7975,medium,1,0.5,rare_class_uncertain
1035894,SYSADM.PS_FO_ORDER_TYPE,PS_FO_ORDER_TYPE,DESCR | ORDER_TYPE | USER_ORDER_TYPE | USER_ORDER_TYPE_TH,Ventes & Clients,Ventes & Clients,Other,0.798,medium,1,1.0,rare_class_uncertain
1117256,FO_ASGN_COMMISN,PS_FO_ASGN_COMMISN,ASSIGNMENT_ID | EFFDT | LASTUPDDTTM | LASTUPDOPRID,RH,RH,Other,0.7984,medium,1,1.0,rare_class_uncertain
1029045,SYSADM.PS_EMPLCTG_UPG,PS_EMPLCTG_UPG,COMMENTS | DESCR | DESCRSHORT | EFFDT | EFF_STATUS | LABOR_AGREEMENT | SETID,RH,RH,Other,0.7998,medium,1,1.0,rare_class_uncertain
1149218,PYCYCL_MAP_DTL,PS_PYCYCL_MAP_DTL,CONSTANT_IN | CONST_TYPE_IN | FIELDNAME | FIELDNAME_IN | FIELDNAME_OUT | KEY_FLG | MAP_ACTION | MAP_TYPE | MAP_TYPE_IN | SOURCE_TXN,IT & Sécurité,Other,IT & Sécurité,0.8005,high,0,0.5,model_disagrees_with_llm_high_conf
1128091,KK_SHDR_APACTLN,PS_KK_SHDR_APACTLN,APPL_JRNL_ID | BUSINESS_UNIT | KK_DATETIME_STAMP | KK_PROCESS_STATUS | KK_PROC_INSTANCE | KK_ROLLED_SEQ | KK_SOURCE_TRAN | KK_TRAN_DT | KK_TRAN_ID | PROCESS_INSTANCE | PYMNT_CNT | SEQUENCE_NBR_9 | UNPOST_SEQ | VOUCHER_ID,Finance & Contrôle,IT & Sécurité,Finance & Contrôle,0.8006,high,0,0.5,model_disagrees_with_llm_high_conf
1035680,SYSADM.PS_FO_CUST_ACMP_LC,PS_FO_CUST_ACMP_LC,ACCOMPLISHMENT | COUNTRY | CUST_ID | SETID | STATE | WEIGHT_POINTS,Ventes & Clients,Ventes & Clients,RH,0.8008,high,1,1.0,rare_class_uncertain
1081553,SYSADM.PS_VNDRWTHD_TEO1,PS_VNDRWTHD_TEO1,ADDRESS_SEQ_NUM | BIRTHDATE | BIRTHPLACE | BOND_PREMIUM | BOND_PREMIUM_TAXEX | CERTIFICATE_EXP_DT | CERTIFICATE_NUM | CERTIFICATE_TYPE | COMPANY_FLG | COUNTRY_PAID | DIRECT_SALES | EFFDT | EO_FROM_CURRENCY | EO_PROCESS_INST | FATCA_INDICATOR | FOREIGN_TAX_PAID | GBR_REG_NO | GBR_VENDOR_TYPE | GBR_VERIFY | GBR_VERIFY_DATE | GBR_VERIFY_NBR | MARKET_DISCOUNT | NUM_CHILDREN | PRIVATE_BOND_INT | PROFESSION | REPORT_BOND_PREM | SECOND_TIN | SETID | SEX | STATE_TAX_WH | TAX_DIST_REF | TAX_EXMPT_INTEREST | TIN | TIN_TYPE | TRADE_BUS_INC | VENDOR_ID | VNDR_LOC | WTHD_CONTROL_NAME | WTHD_ENTITY | WTHD_PAN_NUM | WTHD_PAN_WARD,Finance & Contrôle,Achats & Fournisseurs,Finance & Contrôle,0.8013,high,0,0.5,model_disagrees_with_llm_high_conf
1140281,PRCR_UPD_TMP1Q,PS_PRCR_UPD_TMP1Q,BANK_CD | BANK_SETID | BUSINESS_UNIT_AP | BUSINESS_UNIT_PO | CATEGORY_ID | CURRENCY_CD | CURRENCY_PYMNT | INV_ITEM_ID | ITM_SETID | PAID_AMT | PAID_AMT_GROSS | PRCR_PERIOD | PRCR_YEAR | PROCESS_INSTANCE | REPORT_ENTITY | SHIPTO_ID | SHIPTO_SETID | UNIT_MEASURE_STD | VENDOR_ID | VENDOR_SETID,Finance & Contrôle,Achats & Fournisseurs,Finance & Contrôle,0.8017,high,0,0.5,model_disagrees_with_llm_high_conf
1118050,FORCRUITSRC_UPG,PS_FORCRUITSRC_UPG,DESCR | DESCRSHORT | RECRUIT_CAT | SETID,RH,RH,Other,0.802,high,1,1.0,rare_class_uncertain
1155094,RUN_CNTL_PORO,PS_RUN_CNTL_PORO,ACCOUNTING_DT | ASOFDATE | BUDGET_DT | BUDGET_DT_FROM | BUDGET_DT_TO | BUSINESS_UNIT | ERROR_FLAG | FINALIZE_SW | FROM_DATE | LEDGER_GROUP | OPRID | PO_ID | PROCESS_FREQUENCY | PROCESS_OPTION | PROCESS_STATUS | ROLL_ENC_OPTION | ROLL_STAT_M | ROLL_STAT_P | ROLL_STAT_R | ROLL_STATUS | RUN_CNTL_ID | RUN_DT | SEQ_NUM | SEQ_NUM_TO | VENDOR_ID,Finance & Contrôle,Achats & Fournisseurs,Finance & Contrôle,0.8023,high,0,0.5,model_disagrees_with_llm_high_conf
1127907,KK_HYP_BCHK_REQ,PS_KK_HYP_BCHK_REQ,BUSINESS_UNIT | CERTALIAS | DTTM_STAMP_SEC | EXTERNALMESSAGEID | EXTERNAL_REPLY_TO | HYP_TRAN_ID_FROM | HYP_TRAN_ID_TO | IBEXTERNALUSERID | IB_REQNODENAME | KK_PROCESS_STATUS | KK_PROCESS_TYPE | KK_SOURCE_TRAN | OPRID | PROCESS_INSTANCE | RUN_CNTL_ID,IT & Sécurité,Achats & Fournisseurs,IT & Sécurité,0.8028,high,0,0.5,model_disagrees_with_llm_high_conf
1010576,SYSADM.PS_AUC_COLLAB_LOG,PS_AUC_COLLAB_LOG,ADDR_SEQ_NUM | AUC_ATTACH_NUM | AUC_BF_LIST_LINE | AUC_CHNG_TYPE | AUC_COLLAB_CHNG | AUC_COLLAB_GRP_NBR | AUC_COLLAB_NBR | AUC_COLLAB_OPRID | AUC_COLLAB_SEQNUM | AUC_DATE | AUC_FIELDLABEL | AUC_FIELDTYPE | AUC_ID | AUC_IMAGE_NBR | AUC_NEW_COMMENTS | AUC_NEW_NBRVAL | AUC_NEW_VALUE | AUC_PRC_COMP_NBR | AUC_PREV_DATE | AUC_PREV_NBRVAL | AUC_PREV_VALUE | AUC_ROUND | AUC_TIER_NBR | AUC_VERSION | BIDDER_ID | BIDDER_LOC | BIDDER_SETID | BIDDER_TYPE | BID_FACTOR_CD | BID_FACTOR_NBR | BUSINESS_UNIT | CHNG_DTTM | CNTCT_SEQ_NUM | COMMENT_ID | CONST_ATTR_NBR | CONST_NBR | CONSTRAINT_CD | DATETIME_COLLAB | DATETIME_PREVIOUS | FIELDNAME | GRP_LINE_NBR | LINE_NBR | OPRID | RANDOM_CMMT_NBR | RECNAME | SCHED_NBR,RH,RH,Supply Chain / Logistique / Production,0.8031,high,1,1.0,rare_class_uncertain
1099372,COMP_SKLDTL_UPG,PS_COMP_SKLDTL_UPG,COMPETENCY | RS_TYPE | SKILLCODE,RH,RH,Other,0.8033,high,1,1.0,rare_class_uncertain
1055160,SYSADM.PS_ORD_HOLD,PS_ORD_HOLD,ACTIVE_HOLD_DTTM | BUSINESS_UNIT | EFF_STATUS | HOLD_CD | HOLD_LEVEL | LAST_MAINT_OPRID | LASTUPDDTTM | MESSAGE_CD | ORDER_INT_LINE_NO | ORDER_NO | PASS_HOLD_CD | PASS_HOLD_LEVEL | PROD_COMPONENT_ID | SCHED_LINE_NBR | SEQ_NUM | STATUS_DT | SYSTEM_MAINTAINED,Ventes & Clients,Ventes & Clients,IT & Sécurité,0.8042,high,1,1.0,rare_class_uncertain
1166395,UPG_PC_MGR_TAO,PS_UPG_PC_MGR_TAO,BUSINESS_UNIT | DESCRLONG | EFFDT | END_DT | PROJECT_ID | PROJECT_MANAGER | PROJ_ROLE | ROLE_TYPE | SCHED_NUM | START_DT | UPGRADED,RH,RH,IT & Sécurité,0.8048,high,1,1.0,rare_class_uncertain
1168873,VNDRWTHD_TEO1,PS_VNDRWTHD_TEO1,ADDRESS_SEQ_NUM | BIRTHDATE | BIRTHPLACE | BOND_PREMIUM | BOND_PREMIUM_TAXEX | CERTIFICATE_EXP_DT | CERTIFICATE_NUM | CERTIFICATE_TYPE | COMPANY_FLG | COUNTRY_PAID | DIRECT_SALES | EFFDT | EO_FROM_CURRENCY | EO_PROCESS_INST | FATCA_INDICATOR | FOREIGN_TAX_PAID | GBR_REG_NO | GBR_VENDOR_TYPE | GBR_VERIFY | GBR_VERIFY_DATE | GBR_VERIFY_NBR | MARKET_DISCOUNT | NUM_CHILDREN | PRIVATE_BOND_INT | PROFESSION | REPORT_BOND_PREM | SECOND_TIN | SETID | SEX | STATE_TAX_WH | TAX_DIST_REF | TAX_EXMPT_INTEREST | TIN | TIN_TYPE | TRADE_BUS_INC | VENDOR_ID | VNDR_LOC | WTHD_CONTROL_NAME | WTHD_ENTITY | WTHD_PAN_NUM | WTHD_PAN_WARD,Finance & Contrôle,Achats & Fournisseurs,Finance & Contrôle,0.8053,high,0,0.5,model_disagrees_with_llm_high_conf
1131026,OMC_ORD_LST_TMP,PS_OMC_ORD_LST_TMP,ADDTL_ADJUST_AMT | ADDTL_ADJUST_BASE | ADDTL_ADJUST_PCT | BACKGROUND_REQD | BILL_TO_CUST_ID | BUSINESS_UNIT | CURRENCY_CD | CURRENCY_CD_BASE | DATETIME_ADDED | FREIGHT_BILLD_FLAG | FREIGHT_CHARGE | FREIGHT_CHARGE_BSE | IN_PROCESS_FLG | ORDER_DATE | ORDER_GRP | ORDER_NO | ORDER_STATUS | ORDER_TYPE_CD | PROCESS_INSTANCE | SETID | SOURCE_CD,Ventes & Clients,Ventes & Clients,Finance & Contrôle,0.8056,high,1,1.0,rare_class_uncertain
1105654,DUN_CRSPD_TAO,PS_DUN_CRSPD_TAO,ADDR_SEQ_CRSPD | BANK_ACCT_KEY | BANK_CD | BANK_SETID | BUSINESS_UNIT | CNTCT_SEQ_CRSPD | CRSPD_ADDR | CRSPD_CNTCT | CRSPD_CUST_ID | CRSPD_SETID | CUST_ID | CUST_NAME | DUN_ID | DUN_METHOD | DUN_PROMPT_SETID | LANGUAGE_CD | PROCESS_INSTANCE | SETID,IT & Sécurité,Finance & Contrôle,IT & Sécurité,0.8057,high,0,0.5,model_disagrees_with_llm_high_conf
1099997,CP_PRDN_CMP_OP,PS_CP_PRDN_CMP_OP,BUSINESS_UNIT | CP_COMP_SEQ | CP_MODE | OLD_NEW_FLAG | OP_SEQUENCE | ORDER_INT_LINE_NO | ORDER_NO,Ventes & Clients,Ventes & Clients,Supply Chain / Logistique / Production,0.8058,high,1,1.0,rare_class_uncertain
1068280,SYSADM.PS_PYCYCL_SOURCE,PS_PYCYCL_SOURCE,PAY_CYCLE | PROCESS_FLG | SOURCE_TXN,RH,RH,IT & Sécurité,0.8059,high,1,1.0,rare_class_uncertain
1101964,CUST_DATA_TEOA,PS_CUST_DATA_TEOA,ASOF_DT | DTTM_STAMP | EO_AUDIT_FLG | EXCEPTION_INFO | FIELDNAME | FIELD_VALUE | FROM_CURRENCY | KEY10_FLDNAME | KEY10_FLD_VAL | KEY11_FLDNAME | KEY11_FLD_VAL | KEY12_FLDNAME | KEY12_FLD_VAL | KEY13_FLDNAME | KEY13_FLD_VAL | KEY14_FLDNAME | KEY14_FLD_VAL | KEY15_FLDNAME | KEY15_FLD_VAL | KEY16_FLDNAME | KEY16_FLD_VAL | KEY1_FLDNAME | KEY1_FLD_VAL | KEY2_FLDNAME | KEY2_FLD_VAL | KEY3_FLDNAME | KEY3_FLD_VAL | KEY4_FLDNAME | KEY4_FLD_VAL | KEY5_FLDNAME | KEY5_FLD_VAL | KEY6_FLDNAME | KEY6_FLD_VAL | KEY7_FLDNAME | KEY7_FLD_VAL | KEY8_FLDNAME | KEY8_FLD_VAL | KEY9_FLDNAME | KEY9_FLD_VAL | OPRID | PROCESS_INSTANCE | PROC_GRP_ID | RATE_DIV | RATE_MULT | RECNAME | RT_DIV_FLDNAME | RT_MULT_FLDNAME | RULE_INSTNC_NBR | RUN_CNTL_ID | TO_CURRENCY,Ventes & Clients,IT & Sécurité,Ventes & Clients,0.8059,high,0,0.5,model_disagrees_with_llm_high_conf
1083170,SYSADM.PS_WM_WO_PO_HASH,PS_WM_WO_PO_HASH,BUSINESS_UNIT | HASH_KEY | RES_LN_NBR | RSRC_TYPE | WO_ID | WO_TASK_ID,Supply Chain / Logistique / Production,Achats & Fournisseurs,Other,0.8073,high,0,0.5,model_disagrees_with_llm_high_conf
1068796,SYSADM.PS_RATING_MDL_TBL,PS_RATING_MDL_TBL,DESCR | DESCRSHORT | EFFDT | EFF_STATUS | GVT_OPM_PATTERN | RATING_MODEL,Finance & Contrôle,Other,Finance & Contrôle,0.8073,high,0,0.5,model_disagrees_with_llm_high_conf
1024739,SYSADM.PS_CP_PRDN_CMP_OP,PS_CP_PRDN_CMP_OP,BUSINESS_UNIT | CP_COMP_SEQ | CP_MODE | OLD_NEW_FLAG | OP_SEQUENCE | ORDER_INT_LINE_NO | ORDER_NO,Ventes & Clients,Ventes & Clients,Other,0.8079,high,1,1.0,rare_class_uncertain
1038414,SYSADM.PS_GM_PE_PROPO_LNG,PS_GM_PE_PROPO_LNG,BUSINESS_UNIT | LANGUAGE_CD | PROPOSAL_ID | PROPOSAL_TITLE,Ventes & Clients,Ventes & Clients,Other,0.8081,high,1,1.0,rare_class_uncertain
1096682,CE_PWHT_BSE_T,PS_CE_PWHT_BSE_T,BUSINESS_UNIT | CE_LOOP_NBR | CE_WGHT_BASE | CM_BOOK | PROCESS_INSTANCE | PRODUCTION_ID,Supply Chain / Logistique / Production,IT & Sécurité,Supply Chain / Logistique / Production,0.8093,high,0,0.5,model_disagrees_with_llm_high_conf
1171141,WS_DUP_CONTACT,PS_WS_DUP_CONTACT,CONTACT_ID | DUP_CONTACT_ID | SETID,Ventes & Clients,Ventes & Clients,Other,0.8094,high,1,1.0,rare_class_uncertain
1090821,BENEF_PGM_LANG,PS_BENEF_PGM_LANG,BENEFIT_PROGRAM | DESCR | DESCRSHORT | EFFDT | LANGUAGE_CD,RH,RH,Other,0.8095,high,1,1.0,rare_class_uncertain
1120819,GM_MY_PROPO_LNG,PS_GM_MY_PROPO_LNG,BUSINESS_UNIT | LANGUAGE_CD | PROPOSAL_ID | PROPOSAL_TITLE,Ventes & Clients,Ventes & Clients,Other,0.8096,high,1,1.0,rare_class_uncertain
1114800,EX_DCAA_AET,PS_EX_DCAA_AET,AE_APPLID | AE_SECTION | BUSINESS_UNIT_GL | CUTOFF_DAYS | CUTOFF_TIME | DATETIMEVAL1 | DATE_UNDER_RPT | DCAA_APPL_FLG | EMAILID | EMPLID | LANGUAGE_CD | NOTIFY_ACKNOWLEDGE | NOTIFY_PASTDUE | OPRDEFNDESC | OPRID | OPRID_SUBMITTED_BY | OVERRIDE_DCAA_FLG | PERIOD_END_DT | PROCESS_INSTANCE | RESUBMISSION_DT | RUN_CNTL_ID | RUNDTTM | RUNTIME | SELECT_ALL | SEND_REMINDER | SUBMISSION_DATE | TIME_SHEET_ID | TIMEZONE | URL_1 | URL_2 | USER_OPRID | USER_OPTION_VALUE | VERSION_NUM,RH,RH,IT & Sécurité,0.8098,high,1,1.0,rare_class_uncertain
1141056,PRODUCT_TBL,PS_PRODUCT_TBL,ACCOUNTING_OWNER | BUDGETARY_ONLY | DESCR | DESCRLONG | DESCRSHORT | EFFDT | EFF_STATUS | PRODUCT | RTBL_DATA | SETID | SYNCDTTM | SYNCID,Supply Chain / Logistique / Production,Finance & Contrôle,Other,0.8101,high,0,0.5,model_disagrees_with_llm_high_conf
1063674,SYSADM.PS_POSN_DATA_LANG,PS_POSN_DATA_LANG,DESCR | DESCR254 | DESCRLONG | DESCRSHORT | EFFDT | GVT_ORG_TTL_DESCR | LANGUAGE_CD | POSITION_NBR,RH,RH,Other,0.8103,high,1,1.0,rare_class_uncertain
1025445,SYSADM.PS_CUST_SHIPTO,PS_CUST_SHIPTO,CUST_ID | DATE_LAST_MAINT | LAST_MAINT_OPRID | SETID | SHIP_TO_CUST_ID | SLDTO_PRIORITY_NBR,Ventes & Clients,Ventes & Clients,Supply Chain / Logistique / Production,0.8112,high,1,1.0,rare_class_uncertain
1150114,RATING_MDL_TBL,PS_RATING_MDL_TBL,DESCR | DESCRSHORT | EFFDT | EFF_STATUS | GVT_OPM_PATTERN | RATING_MODEL,Finance & Contrôle,Other,Finance & Contrôle,0.8115,high,0,0.5,model_disagrees_with_llm_high_conf
1075470,SYSADM.PS_SPR_TSHDR_TAO,PS_SPR_TSHDR_TAO,ACCOUNTING_PERIOD | APPROVAL_DT | APPROVAL_OPRID | BUSINESS_UNIT | CALENDAR_ID | CREATION_DT | LAST_UPDATE_DT | OPRID_ENTERED_BY | OPRID_LAST_UPDT | PERIOD_END_DT | PERIOD_START_DT | PERSON_ID | PROCESS_INSTANCE | RESUBMISSION_DT | SPA_TIMESHEET_NAME | SUBMISSION_DATE | TE_TEMPLATE_ID | TIME_HDR_STATUS | TIME_SHEET_ID,RH,RH,Finance & Contrôle,0.8119,high,1,1.0,rare_class_uncertain
1047219,SYSADM.PS_LC_HDR_IMP_ATT,PS_LC_HDR_IMP_ATT,ATT_VERSION | BUSINESS_UNIT | FMS_DTTM_STAMP | FMS_LASTUPDDTTM | FMS_LASTUPDOPRID | FMS_OPRID | LC_ID | SCM_ATTACH_ID,Achats & Fournisseurs,IT & Sécurité,Other,0.8143,high,0,0.5,model_disagrees_with_llm_high_conf
1079683,SYSADM.PS_VCHR_BLD_CMDS,PS_VCHR_BLD_CMDS,BUSINESS_UNIT | BUSINESS_UNIT_PO | BUSINESS_UNIT_RECV | DISTRIB_LINE_NUM | MERCH_AMT_CNVT | PACKSLIP_NO | PO_ID | PROCESS_INSTANCE | QTY_VCHR_CNVT | RECEIPT_DT | RECEIVER_ID | RECV_LN_NBR,Achats & Fournisseurs,Finance & Contrôle,Achats & Fournisseurs,0.8144,high,0,0.5,model_disagrees_with_llm_high_conf
1153472,RS_GRR_QL_LIC,PS_RS_GRR_QL_LIC,ACCOMPLISHMENT | BUSINESS_UNIT | COUNTRY | GRR_ID | PROJECT_ID | STATE | TEAM_MEMBER | WEIGHT_POINTS,RH,RH,Other,0.8149,high,1,1.0,rare_class_uncertain
